Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average
Sri Lanka,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,76.2%,47.80%
Sri Lanka,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,46%,47.80%
Sri Lanka,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,47.80%
Sri Lanka,Southern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,47.80%
Sri Lanka,Southern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.80%
Sri Lanka,Southern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,94%,47.80%
Sri Lanka,Southern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,47.80%
Sudan,Northern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,10%,29.20%
Sudan,Northern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,71.3%,29.20%
Sudan,Northern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.20%
Sudan,Northern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,69.2%,29.20%
Sudan,Northern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.20%
Sudan,Northern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,64%,29.20%
Sudan,Northern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.20%
Sudan,Northern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,52.8%,29.20%
Sudan,Northern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.20%
Sudan,Northern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.20%
Sudan,Northern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.20%
Sudan,Northern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.20%
Sudan,Northern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,78.8%,29.20%
Sudan,Northern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,13.4%,29.20%
Suriname,South America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,32.50%
Suriname,South America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,60.7%,32.50%
Suriname,South America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,32.50%
Suriname,South America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,78.3%,32.50%
Suriname,South America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,32.50%
Suriname,South America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,94%,32.50%
Suriname,South America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,32.50%
Suriname,South America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,32.50%
Suriname,South America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,32.50%
Suriname,South America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,32.50%
Suriname,South America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,32.50%
Suriname,South America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,32.50%
Suriname,South America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,65.4%,32.50%
Suriname,South America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,32.50%
Sweden,Northern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,100%,85.50%
Sweden,Northern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,71.4%,85.50%
Sweden,Northern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,85.50%
Sweden,Northern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,75.5%,85.50%
Sweden,Northern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,85.50%
Sweden,Northern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,86.9%,85.50%
Sweden,Northern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,88.2%,85.50%
Sweden,Northern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,85.50%
Sweden,Northern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,94.7%,85.50%
Sweden,Northern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,97%,85.50%
Sweden,Northern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,84.8%,85.50%
Sweden,Northern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,95.3%,85.50%
Sweden,Northern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.7%,85.50%
Sweden,Northern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,85.50%
Switzerland,Western Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,99%,73.90%
Switzerland,Western Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,86.6%,73.90%
Switzerland,Western Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,73.90%
Switzerland,Western Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,86.4%,73.90%
Switzerland,Western Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,73.90%
Switzerland,Western Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,85.9%,73.90%
Switzerland,Western Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,73.90%
Switzerland,Western Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,73.90%
Switzerland,Western Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,87.9%,73.90%
Switzerland,Western Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,90.7%,73.90%
Switzerland,Western Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,63.8%,73.90%
Switzerland,Western Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,88.8%,73.90%
Switzerland,Western Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.7%,73.90%
Switzerland,Western Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,73.90%
Syrian Arab Republic,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,19.6%,20.30%
Syrian Arab Republic,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,18%,20.30%
Syrian Arab Republic,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,31.6%,20.30%
Syrian Arab Republic,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,20.30%
Syrian Arab Republic,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,90.3%,20.30%
Syrian Arab Republic,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,20.30%
Tajikistan,Central Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,39.4%,55.40%
Tajikistan,Central Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,90.4%,55.40%
Tajikistan,Central Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,35.6%,55.40%
Tajikistan,Central Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,83.4%,55.40%
Tajikistan,Central Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,29.4%,55.40%
Tajikistan,Central Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,24.9%,55.40%
Tajikistan,Central Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,53.1%,55.40%
Tajikistan,Central Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,55.40%
Tajikistan,Central Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,25.5%,55.40%
Tajikistan,Central Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,36.9%,55.40%
Tajikistan,Central Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,49.2%,55.40%
Tajikistan,Central Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,33.6%,55.40%
Tajikistan,Central Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,87.4%,55.40%
Tajikistan,Central Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,55.40%
Tanzania,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,15.7%,53.90%
Tanzania,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,62.3%,53.90%
Tanzania,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,37.9%,53.90%
Tanzania,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,88.4%,53.90%
Tanzania,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,33.7%,53.90%
Tanzania,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,41%,53.90%
Tanzania,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,53.90%
Tanzania,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,95%,53.90%
Tanzania,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,56.1%,53.90%
Tanzania,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,73.1%,53.90%
Tanzania,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,53.90%
Tanzania,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,53.90%
Tanzania,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,77%,53.90%
Tanzania,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,90%,53.90%
Thailand,South-eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,92.1%,62.40%
Thailand,South-eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,54.8%,62.40%
Thailand,South-eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,62.40%
Thailand,South-eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,52.3%,62.40%
Thailand,South-eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,62.40%
Thailand,South-eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,92%,62.40%
Thailand,South-eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,69.1%,62.40%
Thailand,South-eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,62.40%
Thailand,South-eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,53.9%,62.40%
Thailand,South-eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,68.7%,62.40%
Thailand,South-eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,61.3%,62.40%
Thailand,South-eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,58.8%,62.40%
Thailand,South-eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,90.4%,62.40%
Thailand,South-eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,62.40%
Timor-Leste,South-eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,65%,43.30%
Timor-Leste,South-eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,43.30%
Timor-Leste,South-eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,86.6%,43.30%
Timor-Leste,South-eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,70.4%,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,31%,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,43.30%
Timor-Leste,South-eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,91.8%,43.30%
Timor-Leste,South-eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,43.30%
Togo,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,21.5%,47.90%
Togo,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,57.8%,47.90%
Togo,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,10.5%,47.90%
Togo,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.8%,47.90%
Togo,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,9.7%,47.90%
Togo,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,75%,47.90%
Togo,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.90%
Togo,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,94.5%,47.90%
Togo,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,47.90%
Togo,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.90%
Togo,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.90%
Togo,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.90%
Togo,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88.8%,47.90%
Togo,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,96.9%,47.90%
Trinidad and Tobago,Caribbean,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,73.6%,55.50%
Trinidad and Tobago,Caribbean,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,45.7%,55.50%
Trinidad and Tobago,Caribbean,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,55.50%
Trinidad and Tobago,Caribbean,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,29.9%,55.50%
Trinidad and Tobago,Caribbean,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,55.50%
Trinidad and Tobago,Caribbean,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,92%,55.50%
Trinidad and Tobago,Caribbean,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,52%,55.50%
Trinidad and Tobago,Caribbean,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,55.50%
Trinidad and Tobago,Caribbean,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,74.9%,55.50%
Trinidad and Tobago,Caribbean,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,72.5%,55.50%
Trinidad and Tobago,Caribbean,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,61.3%,55.50%
Trinidad and Tobago,Caribbean,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,79.2%,55.50%
Trinidad and Tobago,Caribbean,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,95.6%,55.50%
Trinidad and Tobago,Caribbean,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,55.50%
Tunisia,Northern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,28.5%,53.80%
Tunisia,Northern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,59.5%,53.80%
Tunisia,Northern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.80%
Tunisia,Northern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,49.7%,53.80%
Tunisia,Northern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.80%
Tunisia,Northern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,70.6%,53.80%
Tunisia,Northern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,55.7%,53.80%
Tunisia,Northern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.80%
Tunisia,Northern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,41.5%,53.80%
Tunisia,Northern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,35.3%,53.80%
Tunisia,Northern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,28.5%,53.80%
Tunisia,Northern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,56%,53.80%
Tunisia,Northern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4%,53.80%
Tunisia,Northern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.80%
Türkiye,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,61.7%,47.40%
Türkiye,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,43.9%,47.40%
Türkiye,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,16.9%,47.40%
Türkiye,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,32%,47.40%
Türkiye,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,7.4%,47.40%
Türkiye,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,94%,47.40%
Türkiye,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,56.7%,47.40%
Türkiye,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,47.40%
Türkiye,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,46.5%,47.40%
Türkiye,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,47.8%,47.40%
Türkiye,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,47%,47.40%
Türkiye,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,51.6%,47.40%
Türkiye,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,95.2%,47.40%
Türkiye,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,47.40%
Turkmenistan,Central Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,35.5%,35.20%
Turkmenistan,Central Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,91.9%,35.20%
Turkmenistan,Central Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,35.20%
Turkmenistan,Central Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,35.20%
Turkmenistan,Central Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,35.20%
Turkmenistan,Central Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,54%,35.20%
